,braid,khovanov_homology,free_part,torsion_part,free_part_count,torsion_part_count,total_num_FP_per_row,total_num_FP_per_column
863,"[3, 1, 1, -2, 1, 2, 1, 3, -2]","{-1: {-2: 0, -1: 0}, 1: {-2: 0, -1: 0, 0: Z, 1: 0}, 3: {-2: 0, -1: 0, 0: Z, 1: 0, 2: 0, 3: 0, 4: 0}, 5: {-2: 0, -1: 0, 0: 0, 1: 0, 2: Z, 3: 0, 4: 0, 5: 0, 6: 0}, 7: {-2: 0, -1: 0, 0: 0, 1: 0, 2: 0, 3: C2, 4: 0, 5: 0, 6: 0, 7: 0}, 9: {-1: 0, 0: 0, 1: 0, 2: 0, 3: Z, 4: 0, 5: 0, 6: 0, 7: 0}, 11: {1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0}, 13: {3: 0, 4: 0, 5: 0, 6: 0, 7: 0}, 15: {4: 0, 5: 0, 6: 0, 7: 0}, 17: {6: 0, 7: 0}}","{(1, 0): 1, (3, 0): 1, (5, 2): 1, (9, 3): 1}","{(7, 3): {2: 1}}",4,1,"{1: 1, 3: 1, 5: 1, 9: 1}","{0: 2, 2: 1, 3: 1}"
864,"[1, 2, -3, -2, 1, -2, -3, -3, 1]","{-11: {-5: Z}, -9: {-5: 0, -4: Z x C2, -3: 0}, -7: {-5: 0, -4: Z, -3: Z x Z x C2, -2: 0, -1: 0, 0: 0}, -5: {-5: 0, -4: 0, -3: Z, -2: Z x Z x C2 x C2, -1: 0, 0: 0, 1: 0}, -3: {-5: 0, -4: 0, -3: 0, -2: Z x Z, -1: Z x Z x C2 x C2, 0: 0, 1: 0, 2: 0, 3: 0}, -1: {-5: 0, -4: 0, -3: 0, -2: 0, -1: Z x Z, 0: Z x Z x Z x C2 x C2, 1: 0, 2: 0, 3: 0, 4: 0}, 1: {-3: 0, -2: 0, -1: 0, 0: Z x Z x Z, 1: Z x C2 x C2, 2: 0, 3: 0, 4: 0}, 3: {-1: 0, 0: 0, 1: Z x Z, 2: Z x C2, 3: 0, 4: 0}, 5: {0: 0, 1: 0, 2: Z, 3: C2, 4: 0}, 7: {3: Z, 4: 0}}","{(-11, -5): 1, (-9, -4): 1, (-7, -4): 1, (-7, -3): 2, (-5, -3): 1, (-5, -2): 2, (-3, -2): 2, (-3, -1): 2, (-1, -1): 2, (-1, 0): 3, (1, 0): 3, (1, 1): 1, (3, 1): 2, (3, 2): 1, (5, 2): 1, (7, 3): 1}","{(-9, -4): {2: 1}, (-7, -3): {2: 1}, (-5, -2): {2: 2}, (-3, -1): {2: 2}, (-1, 0): {2: 2}, (1, 1): {2: 2}, (3, 2): {2: 1}, (5, 3): {2: 1}}",26,12,"{-11: 1, -9: 1, -7: 3, -5: 3, -3: 4, -1: 5, 1: 4, 3: 3, 5: 1, 7: 1}","{-5: 1, -4: 2, -3: 3, -2: 4, -1: 4, 0: 6, 1: 3, 2: 2, 3: 1}"
865,"[2, 3, -1, 2, 2, -1, 3, 3, -1]","{-5: {-3: Z}, -3: {-3: 0, -2: Z x C2, -1: 0, 0: 0}, -1: {-3: 0, -2: Z, -1: Z x Z x C2, 0: 0, 1: 0, 2: 0}, 1: {-3: 0, -2: 0, -1: Z, 0: Z x Z x Z x C2 x C2, 1: 0, 2: 0, 3: 0}, 3: {-3: 0, -2: 0, -1: 0, 0: Z x Z x Z, 1: Z x Z x C2 x C2, 2: 0, 3: 0, 4: 0, 5: 0}, 5: {-3: 0, -2: 0, -1: 0, 0: 0, 1: Z x Z, 2: Z x Z x Z x C2 x C2, 3: 0, 4: 0, 5: 0, 6: 0}, 7: {-1: 0, 0: 0, 1: 0, 2: Z x Z, 3: Z x C2 x C2 x C2, 4: 0, 5: 0, 6: 0}, 9: {0: 0, 1: 0, 2: 0, 3: Z x Z x Z, 4: Z x C2, 5: 0, 6: 0}, 11: {2: 0, 3: 0, 4: Z, 5: C2, 6: 0}, 13: {5: Z, 6: 0}}","{(-5, -3): 1, (-3, -2): 1, (-1, -2): 1, (-1, -1): 2, (1, -1): 1, (1, 0): 3, (3, 0): 3, (3, 1): 2, (5, 1): 2, (5, 2): 3, (7, 2): 2, (7, 3): 1, (9, 3): 3, (9, 4): 1, (11, 4): 1, (13, 5): 1}","{(-3, -2): {2: 1}, (-1, -1): {2: 1}, (1, 0): {2: 2}, (3, 1): {2: 2}, (5, 2): {2: 2}, (7, 3): {2: 3}, (9, 4): {2: 1}, (11, 5): {2: 1}}",28,13,"{-5: 1, -3: 1, -1: 3, 1: 4, 3: 5, 5: 5, 7: 3, 9: 4, 11: 1, 13: 1}","{-3: 1, -2: 2, -1: 3, 0: 6, 1: 4, 2: 5, 3: 4, 4: 2, 5: 1}"
866,"[-3, 2, 2, 2, -1, -1, -2, 1, -2]","{-9: {-5: 0, -4: 0, -3: 0, -2: 0, -1: 0}, -7: {-5: 0, -4: 0, -3: 0, -2: 0, -1: 0, 0: 0, 1: 0}, -5: {-5: 0, -4: 0, -3: 0, -2: Z, -1: 0, 0: 0, 1: 0, 2: 0}, -3: {-5: 0, -4: 0, -3: 0, -2: 0, -1: C2, 0: 0, 1: 0, 2: 0, 3: 0}, -1: {-4: 0, -3: 0, -2: 0, -1: Z, 0: Z, 1: 0, 2: 0, 3: 0, 4: 0}, 1: {-3: 0, -2: 0, -1: 0, 0: Z, 1: Z, 2: 0, 3: 0, 4: 0}, 3: {-2: 0, -1: 0, 0: 0, 1: 0, 2: C2, 3: 0, 4: 0}, 5: {-1: 0, 0: 0, 1: 0, 2: Z, 3: 0, 4: 0}, 7: {1: 0, 2: 0, 3: 0, 4: 0}}","{(-5, -2): 1, (-1, -1): 1, (-1, 0): 1, (1, 0): 1, (1, 1): 1, (5, 2): 1}","{(-3, -1): {2: 1}, (3, 2): {2: 1}}",6,2,"{-5: 1, -1: 2, 1: 2, 5: 1}","{-2: 1, -1: 1, 0: 2, 1: 1, 2: 1}"
867,"[3, 1, -2, 1, 3, -2, 3, 3, 3]","{-1: {-2: Z}, 1: {-2: 0, -1: Z x C2, 0: 0, 1: 0, 2: 0}, 3: {-2: 0, -1: Z, 0: Z x Z x C2, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0}, 5: {-2: 0, -1: 0, 0: Z x Z, 1: Z x Z x Z x C2, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0}, 7: {-2: 0, -1: 0, 0: 0, 1: Z, 2: Z x Z x Z x C2 x C2 x C2, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0}, 9: {0: 0, 1: 0, 2: Z x Z x Z, 3: Z x Z x C2 x C2 x C2, 4: 0, 5: 0, 6: 0, 7: 0}, 11: {1: 0, 2: 0, 3: Z x Z x Z, 4: Z x Z x Z x C2 x C2, 5: 0, 6: 0, 7: 0}, 13: {2: 0, 3: 0, 4: Z x Z, 5: Z x C2 x C2 x C2, 6: 0, 7: 0}, 15: {4: 0, 5: Z x Z x Z, 6: Z x C2, 7: 0}, 17: {5: 0, 6: Z, 7: C2}, 19: {7: Z}}","{(-1, -2): 1, (1, -1): 1, (3, -1): 1, (3, 0): 2, (5, 0): 2, (5, 1): 3, (7, 1): 1, (7, 2): 3, (9, 2): 3, (9, 3): 2, (11, 3): 3, (11, 4): 3, (13, 4): 2, (13, 5): 1, (15, 5): 3, (15, 6): 1, (17, 6): 1, (19, 7): 1}","{(1, -1): {2: 1}, (3, 0): {2: 1}, (5, 1): {2: 1}, (7, 2): {2: 3}, (9, 3): {2: 3}, (11, 4): {2: 2}, (13, 5): {2: 3}, (15, 6): {2: 1}, (17, 7): {2: 1}}",34,16,"{-1: 1, 1: 1, 3: 3, 5: 5, 7: 4, 9: 5, 11: 6, 13: 3, 15: 4, 17: 1, 19: 1}","{-2: 1, -1: 2, 0: 4, 1: 4, 2: 6, 3: 5, 4: 5, 5: 4, 6: 2, 7: 1}"
868,"[-3, -2, -1, -2, -3, 2, 2, 2, -1]","{-11: {-6: 0, -5: Z, -4: 0}, -9: {-6: 0, -5: 0, -4: C2, -3: 0, -2: 0, -1: 0, 0: 0, 1: 0}, -7: {-6: 0, -5: 0, -4: Z, -3: Z, -2: 0, -1: 0, 0: 0, 1: 0, 2: 0}, -5: {-5: 0, -4: 0, -3: 0, -2: Z x C2, -1: 0, 0: 0, 1: 0, 2: 0, 3: 0}, -3: {-4: 0, -3: 0, -2: Z, -1: C2, 0: 0, 1: 0, 2: 0, 3: 0}, -1: {-2: 0, -1: Z, 0: Z x Z, 1: 0, 2: 0, 3: 0}, 1: {-1: 0, 0: Z, 1: C2, 2: 0, 3: 0}, 3: {0: 0, 1: Z, 2: 0, 3: 0}, 5: {1: 0, 2: 0, 3: 0}}","{(-11, -5): 1, (-7, -4): 1, (-7, -3): 1, (-5, -2): 1, (-3, -2): 1, (-1, -1): 1, (-1, 0): 2, (1, 0): 1, (3, 1): 1}","{(-9, -4): {2: 1}, (-5, -2): {2: 1}, (-3, -1): {2: 1}, (1, 1): {2: 1}}",10,4,"{-11: 1, -7: 2, -5: 1, -3: 1, -1: 3, 1: 1, 3: 1}","{-5: 1, -4: 1, -3: 1, -2: 2, -1: 1, 0: 3, 1: 1}"
869,"[-2, 3, 1, -2, -2, 3, -2, -2, 3]","{-13: {-5: Z}, -11: {-5: 0, -4: Z x Z x C2}, -9: {-5: 0, -4: Z, -3: Z x Z x Z x C2 x C2, -2: 0}, -7: {-5: 0, -4: 0, -3: Z x Z, -2: Z x Z x Z x C2 x C2 x C2, -1: 0}, -5: {-5: 0, -4: 0, -3: 0, -2: Z x Z x Z, -1: Z x Z x Z x C2 x C2 x C2, 0: 0, 1: 0}, -3: {-5: 0, -4: 0, -3: 0, -2: 0, -1: Z x Z x Z, 0: Z x Z x Z x C2 x C2 x C2, 1: 0, 2: 0, 3: 0}, -1: {-5: 0, -4: 0, -3: 0, -2: 0, -1: 0, 0: Z x Z x Z x Z, 1: Z x Z x C2 x C2, 2: 0, 3: 0, 4: 0}, 1: {-5: 0, -4: 0, -3: 0, -2: 0, -1: 0, 0: 0, 1: Z x Z, 2: Z x C2 x C2, 3: 0, 4: 0}, 3: {-2: 0, -1: 0, 0: 0, 1: 0, 2: Z x Z, 3: C2, 4: 0}, 5: {1: 0, 2: 0, 3: Z, 4: 0}, 7: {3: 0, 4: 0}}","{(-13, -5): 1, (-11, -4): 2, (-9, -4): 1, (-9, -3): 3, (-7, -3): 2, (-7, -2): 3, (-5, -2): 3, (-5, -1): 3, (-3, -1): 3, (-3, 0): 3, (-1, 0): 4, (-1, 1): 2, (1, 1): 2, (1, 2): 1, (3, 2): 2, (5, 3): 1}","{(-11, -4): {2: 1}, (-9, -3): {2: 2}, (-7, -2): {2: 3}, (-5, -1): {2: 3}, (-3, 0): {2: 3}, (-1, 1): {2: 2}, (1, 2): {2: 2}, (3, 3): {2: 1}}",36,17,"{-13: 1, -11: 2, -9: 4, -7: 5, -5: 6, -3: 6, -1: 6, 1: 3, 3: 2, 5: 1}","{-5: 1, -4: 3, -3: 5, -2: 6, -1: 6, 0: 7, 1: 4, 2: 3, 3: 1}"
870,"[1, 2, -3, -2, 1, 1, -3, -1, -2]","{-7: {-5: 0, -4: 0, -3: 0, -2: 0, -1: 0, 0: 0}, -5: {-5: 0, -4: 0, -3: 0, -2: Z, -1: 0, 0: 0, 1: 0, 2: 0}, -3: {-4: 0, -3: 0, -2: 0, -1: C2, 0: 0, 1: 0, 2: 0, 3: 0}, -1: {-3: 0, -2: 0, -1: Z, 0: Z, 1: 0, 2: 0, 3: 0, 4: 0}, 1: {-2: 0, -1: 0, 0: Z, 1: Z, 2: 0, 3: 0, 4: 0}, 3: {-1: 0, 0: 0, 1: 0, 2: C2, 3: 0, 4: 0}, 5: {0: 0, 1: 0, 2: Z, 3: 0, 4: 0}, 7: {2: 0, 3: 0, 4: 0}}","{(-5, -2): 1, (-1, -1): 1, (-1, 0): 1, (1, 0): 1, (1, 1): 1, (5, 2): 1}","{(-3, -1): {2: 1}, (3, 2): {2: 1}}",6,2,"{-5: 1, -1: 2, 1: 2, 5: 1}","{-2: 1, -1: 1, 0: 2, 1: 1, 2: 1}"
871,"[-2, -1, -3, 1, 1, -2, 1, -3, -1]","{-11: {-6: 0, -5: 0, -4: 0, -3: 0, -2: 0, -1: 0}, -9: {-6: 0, -5: 0, -4: 0, -3: Z, -2: 0, -1: 0, 0: 0, 1: 0}, -7: {-6: 0, -5: 0, -4: 0, -3: 0, -2: C2, -1: 0, 0: 0, 1: 0, 2: 0}, -5: {-5: 0, -4: 0, -3: 0, -2: Z, -1: 0, 0: 0, 1: 0, 2: 0, 3: 0}, -3: {-4: 0, -3: 0, -2: 0, -1: 0, 0: Z, 1: 0, 2: 0, 3: 0}, -1: {-3: 0, -2: 0, -1: 0, 0: Z, 1: 0, 2: 0, 3: 0}, 1: {-2: 0, -1: 0, 0: 0, 1: 0, 2: 0, 3: 0}, 3: {-1: 0, 0: 0, 1: 0, 2: 0, 3: 0}, 5: {1: 0, 2: 0, 3: 0}}","{(-9, -3): 1, (-5, -2): 1, (-3, 0): 1, (-1, 0): 1}","{(-7, -2): {2: 1}}",4,1,"{-9: 1, -5: 1, -3: 1, -1: 1}","{-3: 1, -2: 1, 0: 2}"
872,"[2, -3, -1, -2, -1, -1, 2, 1, 1]","{-9: {-5: 0, -4: 0, -3: 0, -2: 0, -1: 0}, -7: {-5: 0, -4: 0, -3: 0, -2: 0, -1: 0, 0: 0}, -5: {-5: 0, -4: 0, -3: 0, -2: 0, -1: 0, 0: 0, 1: 0}, -3: {-5: 0, -4: 0, -3: 0, -2: 0, -1: 0, 0: 0, 1: 0, 2: 0, 3: 0}, -1: {-4: 0, -3: 0, -2: 0, -1: 0, 0: Z, 1: 0, 2: 0, 3: 0, 4: 0}, 1: {-3: 0, -2: 0, -1: 0, 0: Z, 1: 0, 2: 0, 3: 0, 4: 0}, 3: {-2: 0, -1: 0, 0: 0, 1: 0, 2: 0, 3: 0, 4: 0}, 5: {-1: 0, 0: 0, 1: 0, 2: 0, 3: 0, 4: 0}, 7: {3: 0, 4: 0}}","{(-1, 0): 1, (1, 0): 1}",{},2,0,"{-1: 1, 1: 1}",{0: 2}
873,"[-2, 3, -1, -2, -2, 3, -2, -3, -2]","{-17: {-7: 0, -6: 0, -5: 0}, -15: {-7: 0, -6: 0, -5: 0, -4: 0}, -13: {-7: 0, -6: 0, -5: 0, -4: 0, -3: 0}, -11: {-7: 0, -6: 0, -5: 0, -4: 0, -3: 0, -2: 0, -1: 0}, -9: {-7: 0, -6: 0, -5: 0, -4: 0, -3: Z, -2: 0, -1: 0, 0: 0, 1: 0}, -7: {-7: 0, -6: 0, -5: 0, -4: 0, -3: 0, -2: C2, -1: 0, 0: 0, 1: 0, 2: 0}, -5: {-6: 0, -5: 0, -4: 0, -3: 0, -2: Z, -1: 0, 0: 0, 1: 0, 2: 0}, -3: {-5: 0, -4: 0, -3: 0, -2: 0, -1: 0, 0: Z, 1: 0, 2: 0}, -1: {-1: 0, 0: Z, 1: 0, 2: 0}, 1: {1: 0, 2: 0}}","{(-9, -3): 1, (-5, -2): 1, (-3, 0): 1, (-1, 0): 1}","{(-7, -2): {2: 1}}",4,1,"{-9: 1, -5: 1, -3: 1, -1: 1}","{-3: 1, -2: 1, 0: 2}"
874,"[1, -2, 1, -2, -2, 3, 2, -3, -3]","{-11: {-5: 0, -4: Z}, -9: {-5: 0, -4: 0, -3: Z x C2, -2: 0}, -7: {-5: 0, -4: 0, -3: Z, -2: Z x C2, -1: 0}, -5: {-5: 0, -4: 0, -3: 0, -2: Z, -1: Z x C2, 0: 0, 1: 0}, -3: {-5: 0, -4: 0, -3: 0, -2: 0, -1: Z, 0: Z x C2, 1: 0, 2: 0}, -1: {-5: 0, -4: 0, -3: 0, -2: 0, -1: 0, 0: Z x Z, 1: Z, 2: 0, 3: 0}, 1: {-4: 0, -3: 0, -2: 0, -1: 0, 0: 0, 1: 0, 2: C2, 3: 0, 4: 0}, 3: {-2: 0, -1: 0, 0: 0, 1: 0, 2: Z, 3: 0, 4: 0}, 5: {1: 0, 2: 0, 3: 0, 4: 0}}","{(-11, -4): 1, (-9, -3): 1, (-7, -3): 1, (-7, -2): 1, (-5, -2): 1, (-5, -1): 1, (-3, -1): 1, (-3, 0): 1, (-1, 0): 2, (-1, 1): 1, (3, 2): 1}","{(-9, -3): {2: 1}, (-7, -2): {2: 1}, (-5, -1): {2: 1}, (-3, 0): {2: 1}, (1, 2): {2: 1}}",12,5,"{-11: 1, -9: 1, -7: 2, -5: 2, -3: 2, -1: 3, 3: 1}","{-4: 1, -3: 2, -2: 2, -1: 2, 0: 3, 1: 1, 2: 1}"
875,"[-1, -3, 1, 2, 2, -1, 2, -3, 2]","{-7: {-4: 0, -3: 0}, -5: {-4: 0, -3: 0, -2: 0, -1: 0}, -3: {-4: 0, -3: 0, -2: Z, -1: 0, 0: 0, 1: 0}, -1: {-4: 0, -3: 0, -2: 0, -1: C2, 0: 0, 1: 0, 2: 0, 3: 0, 4: 0}, 1: {-4: 0, -3: 0, -2: 0, -1: Z, 0: Z x Z, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0}, 3: {-3: 0, -2: 0, -1: 0, 0: Z, 1: Z x C2, 2: 0, 3: 0, 4: 0, 5: 0}, 5: {-1: 0, 0: 0, 1: Z, 2: Z x C2, 3: 0, 4: 0, 5: 0}, 7: {1: 0, 2: Z, 3: Z x C2, 4: 0, 5: 0}, 9: {3: Z, 4: C2, 5: 0}, 11: {4: Z, 5: 0}}","{(-3, -2): 1, (1, -1): 1, (1, 0): 2, (3, 0): 1, (3, 1): 1, (5, 1): 1, (5, 2): 1, (7, 2): 1, (7, 3): 1, (9, 3): 1, (11, 4): 1}","{(-1, -1): {2: 1}, (3, 1): {2: 1}, (5, 2): {2: 1}, (7, 3): {2: 1}, (9, 4): {2: 1}}",12,5,"{-3: 1, 1: 3, 3: 2, 5: 2, 7: 2, 9: 1, 11: 1}","{-2: 1, -1: 1, 0: 3, 1: 2, 2: 2, 3: 2, 4: 1}"
876,"[1, -2, -1, 3, -1, -1, -2, -2, 1]","{-15: {-6: Z}, -13: {-6: 0, -5: Z x C2, -4: 0, -3: 0}, -11: {-6: 0, -5: Z, -4: Z x C2, -3: 0, -2: 0, -1: 0}, -9: {-6: 0, -5: 0, -4: Z, -3: Z x Z x C2, -2: 0, -1: 0, 0: 0}, -7: {-6: 0, -5: 0, -4: 0, -3: Z, -2: Z x C2 x C2, -1: 0, 0: 0, 1: 0}, -5: {-6: 0, -5: 0, -4: 0, -3: 0, -2: Z x Z, -1: Z x C2, 0: 0, 1: 0, 2: 0}, -3: {-6: 0, -5: 0, -4: 0, -3: 0, -2: 0, -1: Z, 0: Z x C2, 1: 0, 2: 0, 3: 0}, -1: {-4: 0, -3: 0, -2: 0, -1: 0, 0: Z x Z, 1: 0, 2: 0, 3: 0}, 1: {-3: 0, -2: 0, -1: 0, 0: 0, 1: 0, 2: 0, 3: 0}, 3: {-1: 0, 0: 0, 1: 0, 2: 0, 3: 0}}","{(-15, -6): 1, (-13, -5): 1, (-11, -5): 1, (-11, -4): 1, (-9, -4): 1, (-9, -3): 2, (-7, -3): 1, (-7, -2): 1, (-5, -2): 2, (-5, -1): 1, (-3, -1): 1, (-3, 0): 1, (-1, 0): 2}","{(-13, -5): {2: 1}, (-11, -4): {2: 1}, (-9, -3): {2: 1}, (-7, -2): {2: 2}, (-5, -1): {2: 1}, (-3, 0): {2: 1}}",16,7,"{-15: 1, -13: 1, -11: 2, -9: 3, -7: 2, -5: 3, -3: 2, -1: 2}","{-6: 1, -5: 2, -4: 2, -3: 3, -2: 3, -1: 2, 0: 3}"
877,"[-3, -3, -1, -1, 2, -1, 2, -3, 2]","{-15: {-6: Z}, -13: {-6: 0, -5: Z x Z x Z x C2}, -11: {-6: 0, -5: Z, -4: Z x Z x Z x C2 x C2 x C2, -3: 0}, -9: {-6: 0, -5: 0, -4: Z x Z x Z, -3: Z^5 x C2 x C2 x C2, -2: 0, -1: 0}, -7: {-6: 0, -5: 0, -4: 0, -3: Z x Z x Z, -2: Z^5 x C2^5, -1: 0, 0: 0, 1: 0}, -5: {-6: 0, -5: 0, -4: 0, -3: 0, -2: Z^5, -1: Z x Z x Z x Z x C2^5, 0: 0, 1: 0, 2: 0, 3: 0}, -3: {-6: 0, -5: 0, -4: 0, -3: 0, -2: 0, -1: Z^5, 0: Z x Z x Z x Z x C2 x C2 x C2 x C2, 1: 0, 2: 0, 3: 0}, -1: {-3: 0, -2: 0, -1: 0, 0: Z^5, 1: Z x Z x C2 x C2 x C2, 2: 0, 3: 0}, 1: {-1: 0, 0: 0, 1: Z x Z x Z, 2: Z x C2 x C2, 3: 0}, 3: {1: 0, 2: Z x Z, 3: C2}, 5: {3: Z}}","{(-15, -6): 1, (-13, -5): 3, (-11, -5): 1, (-11, -4): 3, (-9, -4): 3, (-9, -3): 5, (-7, -3): 3, (-7, -2): 5, (-5, -2): 5, (-5, -1): 4, (-3, -1): 5, (-3, 0): 4, (-1, 0): 5, (-1, 1): 2, (1, 1): 3, (1, 2): 1, (3, 2): 2, (5, 3): 1}","{(-13, -5): {2: 1}, (-11, -4): {2: 3}, (-9, -3): {2: 3}, (-7, -2): {2: 5}, (-5, -1): {2: 5}, (-3, 0): {2: 4}, (-1, 1): {2: 3}, (1, 2): {2: 2}, (3, 3): {2: 1}}",56,27,"{-15: 1, -13: 3, -11: 4, -9: 8, -7: 8, -5: 9, -3: 9, -1: 7, 1: 4, 3: 2, 5: 1}","{-6: 1, -5: 4, -4: 6, -3: 8, -2: 10, -1: 9, 0: 9, 1: 5, 2: 3, 3: 1}"
878,"[1, -2, -1, 2, -3, 2, -3, 2, 1]","{-5: {-4: 0, -3: 0, -2: 0, -1: 0}, -3: {-4: 0, -3: 0, -2: Z, -1: 0, 0: 0, 1: 0, 2: 0}, -1: {-4: 0, -3: 0, -2: 0, -1: C2, 0: 0, 1: 0, 2: 0, 3: 0, 4: 0}, 1: {-3: 0, -2: 0, -1: Z, 0: Z x Z, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0}, 3: {-2: 0, -1: 0, 0: Z, 1: Z x C2, 2: 0, 3: 0, 4: 0, 5: 0}, 5: {-1: 0, 0: 0, 1: Z, 2: Z x C2, 3: 0, 4: 0, 5: 0}, 7: {1: 0, 2: Z, 3: Z x C2, 4: 0, 5: 0}, 9: {2: 0, 3: Z, 4: C2, 5: 0}, 11: {4: Z, 5: 0}}","{(-3, -2): 1, (1, -1): 1, (1, 0): 2, (3, 0): 1, (3, 1): 1, (5, 1): 1, (5, 2): 1, (7, 2): 1, (7, 3): 1, (9, 3): 1, (11, 4): 1}","{(-1, -1): {2: 1}, (3, 1): {2: 1}, (5, 2): {2: 1}, (7, 3): {2: 1}, (9, 4): {2: 1}}",12,5,"{-3: 1, 1: 3, 3: 2, 5: 2, 7: 2, 9: 1, 11: 1}","{-2: 1, -1: 1, 0: 3, 1: 2, 2: 2, 3: 2, 4: 1}"
879,"[2, -1, -3, 1, 2, -1, 2, 2, -3]","{-7: {-4: 0, -3: 0}, -5: {-4: 0, -3: 0, -2: 0, -1: 0}, -3: {-4: 0, -3: 0, -2: Z, -1: 0, 0: 0, 1: 0, 2: 0}, -1: {-4: 0, -3: 0, -2: 0, -1: C2, 0: 0, 1: 0, 2: 0, 3: 0, 4: 0}, 1: {-4: 0, -3: 0, -2: 0, -1: Z, 0: Z x Z, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0}, 3: {-3: 0, -2: 0, -1: 0, 0: Z, 1: Z x C2, 2: 0, 3: 0, 4: 0, 5: 0}, 5: {-1: 0, 0: 0, 1: Z, 2: Z x C2, 3: 0, 4: 0, 5: 0}, 7: {1: 0, 2: Z, 3: Z x C2, 4: 0, 5: 0}, 9: {2: 0, 3: Z, 4: C2, 5: 0}, 11: {4: Z, 5: 0}}","{(-3, -2): 1, (1, -1): 1, (1, 0): 2, (3, 0): 1, (3, 1): 1, (5, 1): 1, (5, 2): 1, (7, 2): 1, (7, 3): 1, (9, 3): 1, (11, 4): 1}","{(-1, -1): {2: 1}, (3, 1): {2: 1}, (5, 2): {2: 1}, (7, 3): {2: 1}, (9, 4): {2: 1}}",12,5,"{-3: 1, 1: 3, 3: 2, 5: 2, 7: 2, 9: 1, 11: 1}","{-2: 1, -1: 1, 0: 3, 1: 2, 2: 2, 3: 2, 4: 1}"
880,"[3, -1, 2, -3, 2, -1, 2, 3, -2]","{-5: {-4: 0, -3: 0, -2: Z, -1: 0}, -3: {-4: 0, -3: 0, -2: 0, -1: Z x C2, 0: 0, 1: 0, 2: 0}, -1: {-4: 0, -3: 0, -2: 0, -1: Z, 0: Z x Z x C2, 1: 0, 2: 0, 3: 0}, 1: {-3: 0, -2: 0, -1: 0, 0: Z x Z, 1: Z x Z x C2, 2: 0, 3: 0, 4: 0, 5: 0}, 3: {-2: 0, -1: 0, 0: 0, 1: Z, 2: Z x C2 x C2, 3: 0, 4: 0, 5: 0}, 5: {-1: 0, 0: 0, 1: 0, 2: Z x Z, 3: Z x C2, 4: 0, 5: 0}, 7: {1: 0, 2: 0, 3: Z, 4: Z x C2, 5: 0}, 9: {2: 0, 3: 0, 4: Z, 5: C2}, 11: {5: Z}}","{(-5, -2): 1, (-3, -1): 1, (-1, -1): 1, (-1, 0): 2, (1, 0): 2, (1, 1): 2, (3, 1): 1, (3, 2): 1, (5, 2): 2, (5, 3): 1, (7, 3): 1, (7, 4): 1, (9, 4): 1, (11, 5): 1}","{(-3, -1): {2: 1}, (-1, 0): {2: 1}, (1, 1): {2: 1}, (3, 2): {2: 2}, (5, 3): {2: 1}, (7, 4): {2: 1}, (9, 5): {2: 1}}",18,8,"{-5: 1, -3: 1, -1: 3, 1: 4, 3: 2, 5: 3, 7: 2, 9: 1, 11: 1}","{-2: 1, -1: 2, 0: 4, 1: 3, 2: 3, 3: 2, 4: 2, 5: 1}"
881,"[1, -2, 1, -2, -1, -3, -2, -2, -1]","{-15: {-7: 0, -6: 0, -5: 0, -4: 0}, -13: {-7: 0, -6: 0, -5: 0, -4: 0, -3: 0, -2: 0}, -11: {-7: 0, -6: 0, -5: 0, -4: 0, -3: 0, -2: 0, -1: 0, 0: 0}, -9: {-7: 0, -6: 0, -5: 0, -4: 0, -3: Z, -2: 0, -1: 0, 0: 0, 1: 0}, -7: {-6: 0, -5: 0, -4: 0, -3: 0, -2: C2, -1: 0, 0: 0, 1: 0, 2: 0}, -5: {-5: 0, -4: 0, -3: 0, -2: Z, -1: 0, 0: 0, 1: 0, 2: 0}, -3: {-4: 0, -3: 0, -2: 0, -1: 0, 0: Z, 1: 0, 2: 0}, -1: {-2: 0, -1: 0, 0: Z, 1: 0, 2: 0}, 1: {0: 0, 1: 0, 2: 0}}","{(-9, -3): 1, (-5, -2): 1, (-3, 0): 1, (-1, 0): 1}","{(-7, -2): {2: 1}}",4,1,"{-9: 1, -5: 1, -3: 1, -1: 1}","{-3: 1, -2: 1, 0: 2}"
